Expedicion,Andinista,Pais,Cumbre,Latitud,Longitud,Fecha
167,2,USA,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-19
167,3,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-19
167,4,Australia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-19
168,1,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2014-07-11
168,2,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2014-07-11
169,1,Alemania,Cerro Mulas Muertas,-26.9472222,-68.5105556,2014-04-28
169,2,Alemania,Cerro Mulas Muertas,-26.9472222,-68.5105556,2014-04-28
169,1,Alemania,Cerro Barrancas Blancas,-28.2333333,-69.0333333,2014-04-24
169,2,Alemania,Cerro Barrancas Blancas,-28.2333333,-69.0333333,2014-04-24
169,1,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-04-23
169,2,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-04-23
170,1,Eslovaquia,Volcán Tupungato,-36.6236493,-72.0842141,2014-01-14
170,2,Eslovaquia,Volcán Tupungato,-36.6236493,-72.0842141,2014-01-14
171,1,Noruega,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-03-29
171,2,Noruega,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-03-29
171,3,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-03-29
178,1,Canadá,Cerro San Lorenzo,-47.5916666,-72.3066666,2015-08-11
178,2,Canadá,Cerro San Lorenzo,-47.5916666,-72.3066666,2015-08-11
178,3,Canadá,Cerro San Lorenzo,-47.5916666,-72.3066666,2015-08-11
178,4,Canadá,Cerro San Lorenzo,-47.5916666,-72.3066666,2015-08-11
178,5,Canadá,Cerro San Lorenzo,-47.5916666,-72.3066666,2015-08-11
178,6,Canadá,Cerro San Lorenzo,-47.5916666,-72.3066666,2015-08-11
178,7,Canadá,Cerro San Lorenzo,-47.5916666,-72.3066666,2015-08-11
178,8,Canadá,Cerro San Lorenzo,-47.5916666,-72.3066666,2015-08-11
178,9,Canadá,Cerro San Lorenzo,-47.5916666,-72.3066666,2015-08-11
178,10,Canadá,Cerro San Lorenzo,-47.5916666,-72.3066666,2015-08-11
178,11,Australia,Cerro San Lorenzo,-47.5916666,-72.3066666,2015-08-11
178,1,Canadá,Cerro Cochrane,-47.5916666,-72.3066666,2015-08-18
178,2,Canadá,Cerro Cochrane,-47.5916666,-72.3066666,2015-08-18
178,3,Canadá,Cerro Cochrane,-47.5916666,-72.3066666,2015-08-18
178,4,Canadá,Cerro Cochrane,-47.5916666,-72.3066666,2015-08-18
178,5,Canadá,Cerro Cochrane,-47.5916666,-72.3066666,2015-08-18
178,6,Canadá,Cerro Cochrane,-47.5916666,-72.3066666,2015-08-18
178,7,Canadá,Cerro Cochrane,-47.5916666,-72.3066666,2015-08-18
178,8,Canadá,Cerro Cochrane,-47.5916666,-72.3066666,2015-08-18
178,9,Canadá,Cerro Cochrane,-47.5916666,-72.3066666,2015-08-18
178,10,Canadá,Cerro Cochrane,-47.5916666,-72.3066666,2015-08-18
178,11,Australia,Cerro Cochrane,-47.5916666,-72.3066666,2015-08-18
172,1,España,Torres del Paine: Torre Norte,-50.941552,-73.404732,2015-05-20
172,2,España,Torres del Paine: Torre Norte,-50.941552,-73.404732,2015-05-20
172,1,España,Torres del Paine: Torre Central,-50.941552,-73.404732,2015-05-14
172,2,España,Torres del Paine: Torre Central,-50.941552,-73.404732,2015-05-14
172,1,España,Torres del Paine: Torre Sur,-50.941552,-73.404732,2015-05-08
172,2,España,Torres del Paine: Torre Sur,-50.941552,-73.404732,2015-05-08
173,1,México,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-27
173,2,México,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-27
173,1,México,Cerro El Muerto,-27.0666667,-68.4833333,2016-04-20
173,2,México,Cerro El Muerto,-27.0666667,-68.4833333,2016-04-20
173,1,México,Nevado Tres Cruces,-27.0833333,-68.7666667,2016-04-22
173,2,México,Nevado Tres Cruces,-27.0833333,-68.7666667,2016-04-22
173,1,México,Cerro Incahuasi,-25.4333333,-67.25,2016-04-18
173,2,México,Cerro Incahuasi,-25.4333333,-67.25,2016-04-18
174,1,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-07-12
174,2,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-07-12
175,1,Polonia,Nevado Tres Cruces,-27.0833333,-68.7666667,2016-04-13
175,2,Polonia,Nevado Tres Cruces,-27.0833333,-68.7666667,2016-04-13
176,1,Hungría,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-30
176,2,Hungría,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-30
177,1,Francia,Torres del Paine: Torre Norte,-50.941552,-73.404732,2015-07-07
177,2,Francia,Torres del Paine: Torre Norte,-50.941552,-73.404732,2015-07-07
178,1,Italia,Torres del Paine: Cerro Almirante Nieto,-50.941552,-73.404732,2015-02-14
178,2,Italia,Torres del Paine: Cerro Almirante Nieto,-50.941552,-73.404732,2015-02-14
179,1,Francia,Cerro Soquete,-22.388333,-67.968507,2014-06-03
179,2,Francia,Cerro Soquete,-22.388333,-67.968507,2014-06-03
179,3,Francia,Cerro Soquete,-22.388333,-67.968507,2014-06-03
179,4,Francia,Cerro Soquete,-22.388333,-67.968507,2014-06-03
179,1,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-27
179,2,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-27
179,3,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-27
179,4,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-27
180,1,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2015-05-24
180,1,Alemania,Volcán San José,-33.7833333,-69.9166667,2015-05-18
181,1,Chile,Volcán Tupungato,-36.6236493,-72.0842141,2015-07-18
181,2,Chile,Volcán Tupungato,-36.6236493,-72.0842141,2015-07-18
181,3,Suecia,Volcán Tupungato,-36.6236493,-72.0842141,2015-07-18
182,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-15
182,2,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-15
183,1,Colombia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-11
183,2,Australia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-11
184,1,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-03-16
185,1,Italia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-27
185,2,Italia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-27
185,3,Italia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-27
185,4,Italia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-27
185,5,Italia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-27
186,1,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-11
186,2,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-11
186,1,Austria,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-11
186,2,Austria,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-11
187,1,Rumania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-23
187,2,Rumania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-23
187,3,Rumania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-23
187,4,Rumania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-23
187,5,Australia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-23
187,1,Rumania,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-02-16
187,2,Rumania,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-02-16
187,3,Rumania,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-02-16
187,4,Rumania,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-02-16
187,5,Australia,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-02-16
188,1,Chile,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-07-13
188,2,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-07-13
189,1,República Checa,Volcán Maipo,-34.1666667,-69.83333329999999,2016-04-25
189,2,República Checa,Volcán Maipo,-34.1666667,-69.83333329999999,2016-04-25
189,3,República Checa,Volcán Maipo,-34.1666667,-69.83333329999999,2016-04-25
189,1,República Checa,Cerro El Marmolejo,-33.735,-69.8783333,2016-04-19
189,2,República Checa,Cerro El Marmolejo,-33.735,-69.8783333,2016-04-19
189,3,República Checa,Cerro El Marmolejo,-33.735,-69.8783333,2016-04-19
189,1,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2016-04-15
189,2,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2016-04-15
189,3,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2016-04-15
190,1,Argentina,Volcán El Ermitaño,-26.778676,-68.601771,2015-10-07
190,1,Argentina,Cerro Vicuñas,-27.0214,-68.6189,2015-10-05
190,1,Argentina,Cerro Mulas Muertas,-26.9472222,-68.5105556,2015-10-05
191,1,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-03-26
191,2,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-03-26
191,3,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-03-26
191,4,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-03-26
191,5,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-03-26
191,6,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-03-26
191,7,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2014-03-26
191,1,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-03-26
191,2,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-03-26
191,3,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-03-26
191,4,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-03-26
191,5,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-03-26
191,6,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-03-26
191,7,Suiza,Volcán Poruña,-22.4455281,-68.9064684,2014-03-26
191,1,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-03-29
191,2,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-03-29
191,3,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-03-29
191,4,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-03-29
191,5,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-03-29
191,6,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-03-29
191,7,Suiza,Volcán Aucanquilcha,-21.22,-68.468333,2014-03-29
192,1,Inglaterra,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-11-19
192,2,Inglaterra,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-11-19
192,3,Chile,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-11-19
192,1,Inglaterra,Volcán San Francisco,-33.4943868,-70.5772164,2015-11-13
192,2,Inglaterra,Volcán San Francisco,-33.4943868,-70.5772164,2015-11-13
192,3,Chile,Volcán San Francisco,-33.4943868,-70.5772164,2015-11-13
192,1,Inglaterra,Cerro Siete Hermanos,-27.019025,-69.198167,2015-11-09
192,2,Inglaterra,Cerro Siete Hermanos,-27.019025,-69.198167,2015-11-09
192,3,Chile,Cerro Siete Hermanos,-27.019025,-69.198167,2015-11-09
193,1,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-01-16
193,2,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-01-16
194,1,Alemania,Volcán Pili,-23.281547,-67.618051,2015-10-01
194,2,Alemania,Volcán Pili,-23.281547,-67.618051,2015-10-01
194,3,Alemania,Volcán Pili,-23.281547,-67.618051,2015-10-01
194,4,Alemania,Volcán Pili,-23.281547,-67.618051,2015-10-01
194,5,Alemania,Volcán Pili,-23.281547,-67.618051,2015-10-01
194,1,Alemania,Volcán Zapaleri,-22.813858,-67.180391,2015-10-04
194,2,Alemania,Volcán Zapaleri,-22.813858,-67.180391,2015-10-04
194,3,Alemania,Volcán Zapaleri,-22.813858,-67.180391,2015-10-04
194,4,Alemania,Volcán Zapaleri,-22.813858,-67.180391,2015-10-04
194,5,Alemania,Volcán Zapaleri,-22.813858,-67.180391,2015-10-04
194,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-10-09
194,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-10-09
194,3,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-10-09
194,4,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-10-09
194,5,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-10-09
195,1,Lituania,Torres del Paine,-50.941552,-73.404732,2016-02-04
195,2,Lituania,Torres del Paine,-50.941552,-73.404732,2016-02-04
195,3,Lituania,Torres del Paine,-50.941552,-73.404732,2016-02-04
196,1,Francia,Cerro Soquete,-22.388333,-67.968507,2015-06-20
196,2,Francia,Cerro Soquete,-22.388333,-67.968507,2015-06-20
196,3,Francia,Cerro Soquete,-22.388333,-67.968507,2015-06-20
196,4,Inglaterra,Cerro Soquete,-22.388333,-67.968507,2015-06-20
196,1,Francia,Volcán Licancabur,-22.8333333,-67.8833333,2015-06-21
196,2,Francia,Volcán Licancabur,-22.8333333,-67.8833333,2015-06-21
196,3,Francia,Volcán Licancabur,-22.8333333,-67.8833333,2015-06-21
196,4,Inglaterra,Volcán Licancabur,-22.8333333,-67.8833333,2015-06-21
196,1,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-22
196,2,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-22
196,3,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-22
196,4,Inglaterra,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-22
197,1,Austria,Cerro Soquete,-22.388333,-67.968507,2015-08-30
197,2,Austria,Cerro Soquete,-22.388333,-67.968507,2015-08-30
197,1,Austria,Volcán Lascar,-23.3630556,-67.7313889,2015-08-23
197,2,Austria,Volcán Lascar,-23.3630556,-67.7313889,2015-08-23
198,1,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-13
199,1,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-24
200,1,Francia,Nevado Tres Cruces,-27.0833333,-68.7666667,2016-01-17
200,1,Francia,Volcán San Francisco,-33.4943868,-70.5772164,2016-01-16
200,1,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-01-20
201,1,Francia,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-03-03
201,1,Francia,Volcán San Francisco,-33.4943868,-70.5772164,2015-03-09
201,1,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-03-13
202,1,Austria,Cerro El Muerto,-27.0666667,-68.4833333,2014-05-31
202,1,Austria,Volcán San Francisco,-33.4943868,-70.5772164,2014-05-27
203,1,Austria,Volcán San Francisco,-33.4943868,-70.5772164,2014-05-22
204,1,Austria,Cerro El Muerto,-27.0666667,-68.4833333,2014-08-07
204,1,Austria,Volcán San Francisco,-33.4943868,-70.5772164,2014-08-13
205,1,Francia,Cerro Las Tórtolas,-29.938888,-69.907222,2014-02-11
205,2,Francia,Cerro Las Tórtolas,-29.938888,-69.907222,2014-02-11
206,1,USA,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-11
206,2,USA,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-11
207,1,Inglaterra,Torres del Paine: Torre Norte,-50.941552,-73.404732,2015-06-06
207,2,Inglaterra,Torres del Paine: Torre Norte,-50.941552,-73.404732,2015-06-06
207,3,Inglaterra,Torres del Paine: Torre Norte,-50.941552,-73.404732,2015-06-06
207,1,Inglaterra,Torres del Paine: Torre Central,-50.941552,-73.404732,2015-06-09
207,2,Inglaterra,Torres del Paine: Torre Central,-50.941552,-73.404732,2015-06-09
207,3,Inglaterra,Torres del Paine: Torre Central,-50.941552,-73.404732,2015-06-09
207,1,Inglaterra,Torres del Paine: Aleta de Tiburón,-50.941552,-73.404732,2015-06-06
207,2,Inglaterra,Torres del Paine: Aleta de Tiburón,-50.941552,-73.404732,2015-06-06
207,3,Inglaterra,Torres del Paine: Aleta de Tiburón,-50.941552,-73.404732,2015-06-06
208,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-15
208,2,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-15
208,3,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-15
208,4,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-15
208,5,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-15
208,6,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-15
208,7,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-15
208,8,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-15
209,1,Suiza,Volcán Parinacota,-18.1633405,-69.1426512,2015-04-20
210,1,Perú,Volcán Pomerape,-18.125833,-69.1275,2014-12-23
210,2,Francia,Volcán Pomerape,-18.125833,-69.1275,2014-12-23
210,1,Perú,Volcán Parinacota,-18.1633405,-69.1426512,2014-12-21
210,2,Francia,Volcán Parinacota,-18.1633405,-69.1426512,2014-12-21
211,1,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-02-13
211,2,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-02-13
211,3,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-02-13
211,4,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-02-13
211,5,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-02-13
211,6,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-02-13
211,7,Francia,Volcán Poruña,-22.4455281,-68.9064684,2014-02-13
211,1,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-02-17
211,2,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-02-17
211,3,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-02-17
211,4,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-02-17
211,5,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-02-17
211,6,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-02-17
211,7,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-02-17
211,1,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-02-11
211,2,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-02-11
211,3,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-02-11
211,4,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-02-11
211,5,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-02-11
211,6,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-02-11
211,7,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-02-11
212,1,Alemania,Volcán Pili,-23.281547,-67.618051,2015-01-28
212,2,Alemania,Volcán Pili,-23.281547,-67.618051,2015-01-28
212,3,Alemania,Volcán Pili,-23.281547,-67.618051,2015-01-28
212,4,Alemania,Volcán Pili,-23.281547,-67.618051,2015-01-28
212,5,Alemania,Volcán Pili,-23.281547,-67.618051,2015-01-28
212,1,Alemania,Volcán Zapaleri,-22.813858,-67.180391,2015-01-24
212,2,Alemania,Volcán Zapaleri,-22.813858,-67.180391,2015-01-24
212,3,Alemania,Volcán Zapaleri,-22.813858,-67.180391,2015-01-24
212,4,Alemania,Volcán Zapaleri,-22.813858,-67.180391,2015-01-24
212,5,Alemania,Volcán Zapaleri,-22.813858,-67.180391,2015-01-24
212,1,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-01-24
212,2,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-01-24
212,3,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-01-24
212,4,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-01-24
212,5,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-01-24
213,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-15
213,2,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-15
213,3,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-15
213,4,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-15
213,5,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-15
213,6,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-15
213,7,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-15
214,1,España,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-04-05
214,1,España,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-03-30
215,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-27
216,1,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2014-12-18
216,2,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2014-12-18
216,3,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-12-18
216,4,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-12-18
216,5,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-12-18
216,6,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-12-18
216,7,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-12-18
216,8,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-12-18
217,1,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,2,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,3,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,4,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,5,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,6,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,7,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,8,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,9,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,10,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,11,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,12,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,13,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-10-23
217,1,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,2,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,3,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,4,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,5,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,6,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,7,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,8,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,9,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,10,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,11,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,12,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
217,13,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2014-10-17
218,1,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2015-02-03
218,2,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2015-02-03
218,3,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2015-02-03
218,4,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2015-02-03
218,5,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2015-02-03
218,6,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2015-02-03
218,7,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2015-02-03
218,8,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2015-02-03
218,9,Austria,Cerro Milagro,-35.3013889,-71.4422222,2015-02-03
218,10,Austria,Cerro Milagro,-35.3013889,-71.4422222,2015-02-03
218,1,Alemania,Volcán Colorado,-22.5925,-67.9216667,2015-02-02
218,2,Alemania,Volcán Colorado,-22.5925,-67.9216667,2015-02-02
218,3,Alemania,Volcán Colorado,-22.5925,-67.9216667,2015-02-02
218,4,Alemania,Volcán Colorado,-22.5925,-67.9216667,2015-02-02
218,5,Alemania,Volcán Colorado,-22.5925,-67.9216667,2015-02-02
218,6,Alemania,Volcán Colorado,-22.5925,-67.9216667,2015-02-02
218,7,Alemania,Volcán Colorado,-22.5925,-67.9216667,2015-02-02
218,8,Alemania,Volcán Colorado,-22.5925,-67.9216667,2015-02-02
218,9,Austria,Volcán Colorado,-22.5925,-67.9216667,2015-02-02
218,10,Austria,Volcán Colorado,-22.5925,-67.9216667,2015-02-02
218,1,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-02-03
218,2,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-02-03
218,3,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-02-03
218,4,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-02-03
218,5,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-02-03
218,6,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-02-03
218,7,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-02-03
218,8,Alemania,Volcán El Toco,-22.939412,-67.775574,2015-02-03
218,9,Austria,Volcán El Toco,-22.939412,-67.775574,2015-02-03
218,10,Austria,Volcán El Toco,-22.939412,-67.775574,2015-02-03
219,1,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-04-08
219,2,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-04-08
220,1,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-10-14
220,2,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-10-14
220,3,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-10-14
221,1,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,2016-03-19
221,2,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,2016-03-19
221,3,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,2016-03-19
221,4,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,2016-03-19
221,5,Canadá,Volcán Guallatiri,-18.4244444,-69.0902778,2016-03-19
221,6,Canadá,Volcán Guallatiri,-18.4244444,-69.0902778,2016-03-19
221,1,Francia,Cerro Guane Guane,-18.149758,-69.271992,2016-03-23
221,2,Francia,Cerro Guane Guane,-18.149758,-69.271992,2016-03-23
221,3,Francia,Cerro Guane Guane,-18.149758,-69.271992,2016-03-23
221,4,Francia,Cerro Guane Guane,-18.149758,-69.271992,2016-03-23
221,5,Canadá,Cerro Guane Guane,-18.149758,-69.271992,2016-03-23
221,6,Canadá,Cerro Guane Guane,-18.149758,-69.271992,2016-03-23
222,1,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2014-04-26
222,2,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2014-04-26
222,3,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2014-04-26
