Expedicion,Andinista,Pais,Cumbre,Latitud,Longitud,Fecha
247,12,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,13,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,14,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,15,Chile,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,16,Chile,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
248,1,Alemania,Cerro Rojo,-20.8721,-70.10593,2014-07-02
248,2,Alemania,Cerro Rojo,-20.8721,-70.10593,2014-07-02
248,3,Alemania,Cerro Rojo,-20.8721,-70.10593,2014-07-02
248,4,Alemania,Cerro Rojo,-20.8721,-70.10593,2014-07-02
248,5,Alemania,Cerro Rojo,-20.8721,-70.10593,2014-07-02
248,6,Alemania,Cerro Rojo,-20.8721,-70.10593,2014-07-02
248,7,Alemania,Cerro Rojo,-20.8721,-70.10593,2014-07-02
248,8,Alemania,Cerro Rojo,-20.8721,-70.10593,2014-07-02
248,9,Alemania,Cerro Rojo,-20.8721,-70.10593,2014-07-02
248,10,Alemania,Cerro Rojo,-20.8721,-70.10593,2014-07-02
248,11,Chile,Cerro Rojo,-20.8721,-70.10593,2014-07-02
248,1,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-07-05
248,2,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-07-05
248,3,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-07-05
248,4,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-07-05
248,5,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-07-05
248,6,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-07-05
248,7,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-07-05
248,8,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-07-05
248,9,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-07-05
248,10,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2014-07-05
248,11,Chile,Volcán Guallatiri,-18.4244444,-69.0902778,2014-07-05
249,1,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,2,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,3,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,4,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,5,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,6,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,7,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,8,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,9,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,10,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,11,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,12,Francia,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,13,Bélgica,Volcán Aucanquilcha,-21.22,-68.468333,2016-02-19
249,1,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,2,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,3,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,4,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,5,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,6,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,7,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,8,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,9,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,10,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,11,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,12,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
249,13,Bélgica,Volcán Lascar,-23.3630556,-67.7313889,2016-02-17
250,1,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2015-11-14
250,2,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2015-11-14
250,3,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2015-11-14
250,4,Chile,Cerro El Marmolejo,-33.735,-69.8783333,2015-11-14
251,1,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2015-07-25
251,2,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2015-07-25
251,1,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,2015-07-23
251,2,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,2015-07-23
252,1,Indonesia,Torres del Paine,-50.941552,-73.404732,2014-12-03
252,2,Rusia,Torres del Paine,-50.941552,-73.404732,2014-12-03
253,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-12-12
254,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-01-04
255,1,Eslovenia,Torres del Paine: Cerro Máscara,-50.941552,-73.404732,2015-12-04
255,2,Eslovenia,Torres del Paine: Cerro Máscara,-50.941552,-73.404732,2015-12-04
255,1,Eslovenia,Torres del Paine: Torre Central,-50.941552,-73.404732,2015-12-07
255,2,Eslovenia,Torres del Paine: Torre Central,-50.941552,-73.404732,2015-12-07
256,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-11-01
256,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-11-01
256,3,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-11-01
256,4,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-11-01
256,1,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2014-10-25
256,2,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2014-10-25
256,3,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2014-10-25
256,4,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2014-10-25
256,1,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-26
256,2,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-26
256,3,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-26
256,4,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-26
257,1,Hungría,Volcán Guallatiri,-18.4244444,-69.0902778,2014-11-17
257,1,Hungría,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-11-15
258,1,España,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-03-17
259,1,Brasil,Volcán Socompa,-24.3958333,-68.2458333,2015-06-14
259,2,Brasil,Volcán Socompa,-24.3958333,-68.2458333,2015-06-14
259,3,Brasil,Volcán Socompa,-24.3958333,-68.2458333,2015-06-14
259,1,Brasil,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-11
259,2,Brasil,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-11
259,3,Brasil,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-11
259,1,Brasil,Volcán Sierra Nevada,-36.6233758,-72.0832987,2015-06-08
259,2,Brasil,Volcán Sierra Nevada,-36.6233758,-72.0832987,2015-06-08
259,3,Brasil,Volcán Sierra Nevada,-36.6233758,-72.0832987,2015-06-08
259,1,Brasil,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-06-03
259,2,Brasil,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-06-03
259,3,Brasil,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-06-03
259,1,Brasil,Cerro Olivares,-30.298333,-69.901111,2015-06-04
259,2,Brasil,Cerro Olivares,-30.298333,-69.901111,2015-06-04
259,3,Brasil,Cerro Olivares,-30.298333,-69.901111,2015-06-04
259,1,Brasil,Cerro Las Tórtolas,-29.938888,-69.907222,2015-06-06
259,2,Brasil,Cerro Las Tórtolas,-29.938888,-69.907222,2015-06-06
259,3,Brasil,Cerro Las Tórtolas,-29.938888,-69.907222,2015-06-06
260,1,Holanda,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2015-04-26
260,2,Holanda,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2015-04-26
260,1,Holanda,Torres del Paine: Valle del Francés,-50.941552,-73.404732,2015-04-24
260,2,Holanda,Torres del Paine: Valle del Francés,-50.941552,-73.404732,2015-04-24
261,1,Holanda,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-12-02
261,2,Holanda,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-12-02
262,1,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,2013-12-30
262,2,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,2013-12-30
262,3,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,2013-12-30
262,4,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,2013-12-30
262,5,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,2013-12-30
263,1,Suiza,Cerro Soquete,-22.388333,-67.968507,2014-02-23
263,2,Suiza,Cerro Soquete,-22.388333,-67.968507,2014-02-23
264,1,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-19
265,1,Alemania,Volcán Lascar,-23.3630556,-67.7313889,2015-05-13
265,2,Alemania,Volcán Lascar,-23.3630556,-67.7313889,2015-05-13
265,3,Chile,Volcán Lascar,-23.3630556,-67.7313889,2015-05-13
266,1,Francia,Volcán San Francisco,-33.4943868,-70.5772164,2014-02-04
266,2,Francia,Volcán San Francisco,-33.4943868,-70.5772164,2014-02-04
266,3,Inglaterra,Volcán San Francisco,-33.4943868,-70.5772164,2014-02-04
266,4,Italia,Volcán San Francisco,-33.4943868,-70.5772164,2014-02-04
266,1,Francia,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-02-07
266,2,Francia,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-02-07
266,3,Inglaterra,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-02-07
266,4,Italia,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-02-07
267,1,USA,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2015-01-25
267,2,USA,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2015-01-25
268,1,Austria,Cerro El Marmolejo,-33.735,-69.8783333,2015-12-21
268,2,Austria,Cerro El Marmolejo,-33.735,-69.8783333,2015-12-21
268,3,Austria,Cerro El Marmolejo,-33.735,-69.8783333,2015-12-21
268,4,Austria,Cerro El Marmolejo,-33.735,-69.8783333,2015-12-21
268,5,Austria,Cerro El Marmolejo,-33.735,-69.8783333,2015-12-21
268,6,Austria,Cerro El Marmolejo,-33.735,-69.8783333,2015-12-21
268,1,Austria,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-18
268,2,Austria,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-18
268,3,Austria,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-18
268,4,Austria,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-18
268,5,Austria,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-18
268,6,Austria,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-18
269,1,Rusia,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2015-03-09
269,2,Rusia,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2015-03-09
269,3,Rusia,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2015-03-09
270,1,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-13
270,2,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-04-13
270,1,República Checa,Cerro Mulas Muertas,-26.9472222,-68.5105556,2016-04-20
270,2,República Checa,Cerro Mulas Muertas,-26.9472222,-68.5105556,2016-04-20
270,1,República Checa,Cerro Vicuñas,-27.0214,-68.6189,2016-04-16
270,2,República Checa,Cerro Vicuñas,-27.0214,-68.6189,2016-04-16
271,1,Ecuador,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-05-31
272,1,Alemania,Volcán Tupungato,-36.6236493,-72.0842141,2015-10-04
273,1,Guatemala,Monte San Valentín,-46.595,-73.3458333,2014-10-09
273,2,Alemania,Monte San Valentín,-46.595,-73.3458333,2014-10-09
273,3,Argentina,Monte San Valentín,-46.595,-73.3458333,2014-10-09
273,4,Inglaterra,Monte San Valentín,-46.595,-73.3458333,2014-10-09
274,1,Rusia,Torres del Paine: Valle del Francés,-50.941552,-73.404732,2015-05-20
274,2,Rusia,Torres del Paine: Valle del Francés,-50.941552,-73.404732,2015-05-20
274,3,Rusia,Torres del Paine: Valle del Francés,-50.941552,-73.404732,2015-05-20
274,1,Rusia,Torres del Paine: Valle del Ascencio,-50.941552,-73.404732,2015-05-23
274,2,Rusia,Torres del Paine: Valle del Ascencio,-50.941552,-73.404732,2015-05-23
274,3,Rusia,Torres del Paine: Valle del Ascencio,-50.941552,-73.404732,2015-05-23
275,1,Austria,Cerro El Marmolejo,-33.735,-69.8783333,2014-02-24
275,1,Austria,Volcán Tupungato,-36.6236493,-72.0842141,2014-03-01
